SalesOrderID,OrderDate,OnlineOrderFlag,CustomerID,SalesPersonID,TerritoryID,SubTotal,TaxAmt,Freight,TotalDue,PersonID,AccountNumber,PersonType,FirstName,LastName,Territory,Country
44392,2011-09-11,True,17910,,9,3578.27,286.2616,89.4568,3953.9884,2571.0,AW00017910,IN,Dustin,Nara,Australia,AU
44393,2011-09-12,True,29398,,8,3399.99,271.9992,84.9998,3756.989,10793.0,AW00029398,IN,Bruce,Suri,Germany,DE
44394,2011-09-12,True,28246,,1,3578.27,286.2616,89.4568,3953.9884,8246.0,AW00028246,IN,Alexa,Gray,Northwest,US
44395,2011-09-12,True,28339,,1,3578.27,286.2616,89.4568,3953.9884,15730.0,AW00028339,IN,Sean,Edwards,Northwest,US
44396,2011-09-12,True,25901,,4,3399.99,271.9992,84.9998,3756.989,4793.0,AW00025901,IN,Lucas,Harris,Southwest,US
44397,2011-09-12,True,14596,,4,699.0982,55.9279,17.4775,772.5036,10096.0,AW00014596,IN,Amber,Hill,Southwest,US
44398,2011-09-12,True,17733,,9,3578.27,286.2616,89.4568,3953.9884,6635.0,AW00017733,IN,Alberto,Gill,Australia,AU
44399,2011-09-13,True,28240,,1,3578.27,286.2616,89.4568,3953.9884,5032.0,AW00028240,IN,Eduardo,Clark,Northwest,US
44400,2011-09-13,True,28588,,4,3578.27,286.2616,89.4568,3953.9884,19580.0,AW00028588,IN,Emma,Griffin,Southwest,US
44401,2011-09-13,True,17515,,9,3578.27,286.2616,89.4568,3953.9884,12359.0,AW00017515,IN,Lacey,Li,Australia,AU
44402,2011-09-14,True,13666,,8,3578.27,286.2616,89.4568,3953.9884,15185.0,AW00013666,IN,Teresa,Ruiz,Germany,DE
44403,2011-09-14,True,19844,,6,3374.99,269.9992,84.3748,3729.364,19497.0,AW00019844,IN,Emma,Murphy,Canada,CA
44404,2011-09-15,True,28221,,4,3578.27,286.2616,89.4568,3953.9884,11243.0,AW00028221,IN,Isabella,Rodriguez,Southwest,US
44405,2011-09-15,True,28224,,4,3578.27,286.2616,89.4568,3953.9884,13143.0,AW00028224,IN,Spencer,Henderson,Southwest,US
44406,2011-09-15,True,28299,,4,3578.27,286.2616,89.4568,3953.9884,6440.0,AW00028299,IN,Jonathan,Shan,Southwest,US
44407,2011-09-15,True,11077,,9,3374.99,269.9992,84.3748,3729.364,17455.0,AW00011077,IN,Leah,Ye,Australia,AU
44408,2011-09-15,True,11103,,9,3374.99,269.9992,84.3748,3729.364,8905.0,AW00011103,IN,Cassie,Chande,Australia,AU
44409,2011-09-15,True,25563,,9,699.0982,55.9279,17.4775,772.5036,18764.0,AW00025563,IN,Natasha,Serrano,Australia,AU
44410,2011-09-16,True,28223,,4,3578.27,286.2616,89.4568,3953.9884,12086.0,AW00028223,IN,Jessica,Davis,Southwest,US
44411,2011-09-16,True,28584,,4,3578.27,286.2616,89.4568,3953.9884,1769.0,AW00028584,IN,Rolando,Smith,Southwest,US
44412,2011-09-16,True,11100,,9,3374.99,269.9992,84.3748,3729.364,6138.0,AW00011100,IN,Latasha,Navarro,Australia,AU
44413,2011-09-17,True,13606,,8,3578.27,286.2616,89.4568,3953.9884,9220.0,AW00013606,IN,Drew,Sharma,Germany,DE
44414,2011-09-17,True,28340,,4,3578.27,286.2616,89.4568,3953.9884,13929.0,AW00028340,IN,Lucas,Butler,Southwest,US
44415,2011-09-17,True,28355,,4,3578.27,286.2616,89.4568,3953.9884,14588.0,AW00028355,IN,Carlos,James,Southwest,US
44416,2011-09-17,True,11069,,9,3399.99,271.9992,84.9998,3756.989,10008.0,AW00011069,IN,Carolyn,Navarro,Australia,AU
44417,2011-09-17,True,17917,,9,3578.27,286.2616,89.4568,3953.9884,8742.0,AW00017917,IN,Cristina,Raje,Australia,AU
44418,2011-09-17,True,17919,,9,3578.27,286.2616,89.4568,3953.9884,10848.0,AW00017919,IN,Bruce,Hernandez,Australia,AU
44419,2011-09-17,True,17352,,9,3578.27,286.2616,89.4568,3953.9884,9245.0,AW00017352,IN,Drew,Goel,Australia,AU
44420,2011-09-17,True,17512,,9,3578.27,286.2616,89.4568,3953.9884,3799.0,AW00017512,IN,Cesar,Suri,Australia,AU
44421,2011-09-18,True,13607,,8,3578.27,286.2616,89.4568,3953.9884,7925.0,AW00013607,IN,Levi,Rana,Germany,DE
44422,2011-09-18,True,19353,,8,699.0982,55.9279,17.4775,772.5036,13866.0,AW00019353,IN,Desiree,Gill,Germany,DE
44423,2011-09-18,True,28586,,4,3578.27,286.2616,89.4568,3953.9884,5868.0,AW00028586,IN,Gabriel,Diaz,Southwest,US
44424,2011-09-18,True,17916,,9,3578.27,286.2616,89.4568,3953.9884,16414.0,AW00017916,IN,Tracy,Xu,Australia,AU
44425,2011-09-18,True,17504,,9,3578.27,286.2616,89.4568,3953.9884,12174.0,AW00017504,IN,Anna,Williams,Australia,AU
44426,2011-09-19,True,13770,,8,3578.27,286.2616,89.4568,3953.9884,10765.0,AW00013770,IN,Gerald,Moreno,Germany,DE
44427,2011-09-19,True,14146,,10,3578.27,286.2616,89.4568,3953.9884,3346.0,AW00014146,IN,Toni,Sara,United Kingdom,GB
44428,2011-09-19,True,28362,,4,3578.27,286.2616,89.4568,3953.9884,9504.0,AW00028362,IN,Kaylee,Sanchez,Southwest,US
44429,2011-09-19,True,28583,,1,3578.27,286.2616,89.4568,3953.9884,6552.0,AW00028583,IN,Ryan,Long,Northwest,US
44430,2011-09-19,True,17927,,9,3578.27,286.2616,89.4568,3953.9884,19410.0,AW00017927,IN,Douglas,Patel,Australia,AU
44431,2011-09-19,True,17725,,9,3578.27,286.2616,89.4568,3953.9884,18642.0,AW00017725,IN,Daniel,Martinez,Australia,AU
44432,2011-09-20,True,14165,,10,3578.27,286.2616,89.4568,3953.9884,2710.0,AW00014165,IN,Natalie,Gray,United Kingdom,GB
44433,2011-09-20,True,28270,,1,3578.27,286.2616,89.4568,3953.9884,5998.0,AW00028270,IN,Samuel,Long,Northwest,US
44434,2011-09-20,True,28580,,4,3578.27,286.2616,89.4568,3953.9884,5795.0,AW00028580,IN,Aimee,Liu,Southwest,US
44435,2011-09-21,True,28573,,1,3578.27,286.2616,89.4568,3953.9884,6808.0,AW00028573,IN,Tyrone,Gill,Northwest,US
44436,2011-09-21,True,26630,,6,699.0982,55.9279,17.4775,772.5036,7404.0,AW00026630,IN,Vanessa,Powell,Canada,CA
44437,2011-09-21,True,11076,,9,3399.99,271.9992,84.9998,3756.989,4157.0,AW00011076,IN,Blake,Anderson,Australia,AU
44438,2011-09-21,True,17909,,9,3578.27,286.2616,89.4568,3953.9884,14006.0,AW00017909,IN,Joanna,Ortega,Australia,AU
44439,2011-09-22,True,14195,,10,3578.27,286.2616,89.4568,3953.9884,14634.0,AW00014195,IN,Clinton,Blanco,United Kingdom,GB
44440,2011-09-22,True,12261,,7,3578.27,286.2616,89.4568,3953.9884,3250.0,AW00012261,IN,Kaitlin,Sanchez,France,FR
44441,2011-09-22,True,22118,,6,3578.27,286.2616,89.4568,3953.9884,9770.0,AW00022118,IN,Jennifer,Parker,Canada,CA
44442,2011-09-22,True,14599,,1,699.0982,55.9279,17.4775,772.5036,4848.0,AW00014599,IN,Charles,Wilson,Northwest,US
44443,2011-09-22,True,17370,,9,3578.27,286.2616,89.4568,3953.9884,13204.0,AW00017370,IN,Edwin,Chander,Australia,AU
44444,2011-09-24,True,13697,,8,3578.27,286.2616,89.4568,3953.9884,18378.0,AW00013697,IN,Jésus,Munoz,Germany,DE
44445,2011-09-25,True,17478,,9,3578.27,286.2616,89.4568,3953.9884,14993.0,AW00017478,IN,Renee,Martin,Australia,AU
44446,2011-09-25,True,17914,,9,3578.27,286.2616,89.4568,3953.9884,20149.0,AW00017914,IN,Phillip,Suri,Australia,AU
44447,2011-09-26,True,12265,,7,3578.27,286.2616,89.4568,3953.9884,17331.0,AW00012265,IN,Alan,Guo,France,FR
44448,2011-09-26,True,28264,,1,3578.27,286.2616,89.4568,3953.9884,19995.0,AW00028264,IN,Nicole,Diaz,Northwest,US
44449,2011-09-26,True,28293,,4,3578.27,286.2616,89.4568,3953.9884,8526.0,AW00028293,IN,Shelby,Cox,Southwest,US
44450,2011-09-26,True,28294,,4,3578.27,286.2616,89.4568,3953.9884,12754.0,AW00028294,IN,Alexis,Jenkins,Southwest,US
44451,2011-09-26,True,28295,,1,3578.27,286.2616,89.4568,3953.9884,3827.0,AW00028295,IN,Wyatt,Collins,Northwest,US
44452,2011-09-26,True,20164,,10,699.0982,55.9279,17.4775,772.5036,1702.0,AW00020164,IN,Carol Ann,Rockne,United Kingdom,GB
44453,2011-09-26,True,17923,,9,3578.27,286.2616,89.4568,3953.9884,19323.0,AW00017923,IN,Cory,Malhotra,Australia,AU
44454,2011-09-26,True,17926,,9,3578.27,286.2616,89.4568,3953.9884,10021.0,AW00017926,IN,Carolyn,Ramos,Australia,AU
44455,2011-09-26,True,17513,,9,3578.27,286.2616,89.4568,3953.9884,14602.0,AW00017513,IN,Micheal,Saunders,Australia,AU
44456,2011-09-26,True,25560,,9,699.0982,55.9279,17.4775,772.5036,6131.0,AW00025560,IN,Daisy,Vazquez,Australia,AU
44457,2011-09-27,True,28196,,1,3578.27,286.2616,89.4568,3953.9884,14780.0,AW00028196,IN,Timothy,Cox,Northwest,US
44458,2011-09-27,True,28247,,1,3578.27,286.2616,89.4568,3953.9884,16831.0,AW00028247,IN,Jonathan,Adams,Northwest,US
44459,2011-09-27,True,28288,,4,3578.27,286.2616,89.4568,3953.9884,3864.0,AW00028288,IN,Marco,Srini,Southwest,US
44460,2011-09-27,True,20150,,10,699.0982,55.9279,17.4775,772.5036,19050.0,AW00020150,IN,Gary,Rubio,United Kingdom,GB
44461,2011-09-27,True,17918,,9,3578.27,286.2616,89.4568,3953.9884,5048.0,AW00017918,IN,Suzanne,Zeng,Australia,AU
44462,2011-09-28,True,14155,,10,3578.27,286.2616,89.4568,3953.9884,19294.0,AW00014155,IN,Olivia,Morris,United Kingdom,GB
44463,2011-09-28,True,19340,,8,699.0982,55.9279,17.4775,772.5036,15017.0,AW00019340,IN,Renee,Dominguez,Germany,DE
44464,2011-09-28,True,22120,,6,3578.27,286.2616,89.4568,3953.9884,20510.0,AW00022120,IN,Jennifer,Perry,Canada,CA
44465,2011-09-28,True,14613,,1,699.0982,55.9279,17.4775,772.5036,5678.0,AW00014613,IN,Glenn,Huang,Northwest,US
44466,2011-09-28,True,26640,,6,699.0982,55.9279,17.4775,772.5036,5050.0,AW00026640,IN,Eduardo,Lopez,Canada,CA
44467,2011-09-28,True,11070,,9,3399.99,271.9992,84.9998,3756.989,13417.0,AW00011070,IN,Willie,Raji,Australia,AU
44468,2011-09-28,True,11075,,9,3374.99,269.9992,84.3748,3729.364,14267.0,AW00011075,IN,Felicia,Jimenez,Australia,AU
44469,2011-09-28,True,17734,,9,3578.27,286.2616,89.4568,3953.9884,17461.0,AW00017734,IN,Leah,Sun,Australia,AU
44470,2011-09-28,True,17735,,9,3578.27,286.2616,89.4568,3953.9884,5623.0,AW00017735,IN,Connor,Yang,Australia,AU
44471,2011-09-28,True,25561,,9,699.0982,55.9279,17.4775,772.5036,5377.0,AW00025561,IN,Micah,Zeng,Australia,AU
44472,2011-09-29,True,13685,,8,3578.27,286.2616,89.4568,3953.9884,13614.0,AW00013685,IN,Briana,Torres,Germany,DE
44473,2011-09-29,True,28255,,1,3578.27,286.2616,89.4568,3953.9884,17267.0,AW00028255,IN,Robert,Clark,Northwest,US
44474,2011-09-29,True,14601,,4,699.0982,55.9279,17.4775,772.5036,5286.0,AW00014601,IN,Nicolas,Rai,Southwest,US
44475,2011-09-29,True,11101,,9,3399.99,271.9992,84.9998,3756.989,17810.0,AW00011101,IN,Abby,Sai,Australia,AU
44476,2011-09-29,True,17913,,9,3578.27,286.2616,89.4568,3953.9884,12416.0,AW00017913,IN,Lacey,Xu,Australia,AU
44477,2011-09-29,True,17922,,9,3578.27,286.2616,89.4568,3953.9884,19379.0,AW00017922,IN,Shane,Schmidt,Australia,AU
44478,2011-09-29,True,17726,,9,3578.27,286.2616,89.4568,3953.9884,6803.0,AW00017726,IN,Caroline,Griffin,Australia,AU
44479,2011-09-30,True,29391,,8,3374.99,269.9992,84.3748,3729.364,9623.0,AW00029391,IN,Ebony,Chandra,Germany,DE
44480,2011-09-30,True,25891,,4,3374.99,269.9992,84.3748,3729.364,18427.0,AW00025891,IN,Brandon,Johnson,Southwest,US
44481,2011-10-01,False,29757,276.0,4,26367.395,2531.0135,790.9417,29689.3502,899.0,AW00029757,SC,Garth,Fort,Southwest,US
44482,2011-10-01,False,29668,277.0,3,419.4589,40.2681,12.5838,472.3108,713.0,AW00029668,SC,Connie,Coffman,Central,US
44483,2011-10-01,False,29611,280.0,1,3018.3377,289.6636,90.5199,3398.5212,585.0,AW00029611,SC,Jared,Bustamante,Northwest,US
44484,2011-10-01,False,29620,282.0,6,8184.876,785.3757,245.4299,9215.6816,607.0,AW00029620,SC,Joan,Campbell,Canada,CA
44485,2011-10-01,False,30058,278.0,6,4049.988,388.7988,121.4996,4560.2864,1863.0,AW00030058,SC,Mike,Taylor,Canada,CA
44486,2011-10-01,False,29548,278.0,6,603.3971,58.4166,18.2552,680.0689,437.0,AW00029548,SC,Ann,Beebe,Canada,CA
44487,2011-10-01,False,29955,275.0,3,41868.906,4027.9405,1258.7314,47155.5779,1331.0,AW00029955,SC,David,Liu,Central,US
44488,2011-10-01,False,29888,279.0,5,32857.407,3153.903,985.5947,36996.9047,1181.0,AW00029888,SC,Brannon,Jones,Southeast,US
44489,2011-10-01,False,29717,283.0,1,10288.1579,987.2639999999999,308.52,11583.9419,817.0,AW00029717,SC,Cindy,Dodd,Northwest,US
44490,2011-10-01,False,29539,278.0,6,3389.6981,325.0934,101.5917,3816.3832,411.0,AW00029539,SC,Josh,Barnhill,Canada,CA
44491,2011-10-01,False,29555,275.0,2,3427.4236,329.0327,102.8227,3859.2790000000005,453.0,AW00029555,SC,Max,Benson,Northeast,US
44492,2011-10-01,False,29818,276.0,1,67458.9556,6486.0468,2026.8896,75971.892,1031.0,AW00029818,SC,Roger,Harui,Northwest,US
44493,2011-10-01,False,30011,279.0,5,6476.0896,620.655,193.9547,7290.6993,1455.0,AW00030011,SC,Eric,Meyer,Southeast,US
44494,2011-10-01,False,29509,275.0,2,28557.875,2739.4933,856.0917,32153.46,343.0,AW00029509,SC,Michael,Allen,Northeast,US
44495,2011-10-01,False,29813,282.0,6,4076.388,391.2268,122.2584,4589.8732,1021.0,AW00029813,SC,Katherine,Harding,Canada,CA
44496,2011-10-01,False,29892,282.0,6,29797.1606,2861.0179,894.0681,33552.2466,1191.0,AW00029892,SC,Sandra,Kitt,Canada,CA
44497,2011-10-01,False,29988,282.0,6,1195.8158,115.75,36.1719,1347.7377,1405.0,AW00029988,SC,Steve,Masters,Canada,CA
44498,2011-10-01,False,29946,278.0,6,15432.4643,1484.2606,463.8314,17380.5563,1311.0,AW00029946,SC,Linda,Leste,Canada,CA
44499,2011-10-01,False,29680,282.0,6,12170.663999999999,1168.3305,365.1033,13704.0978,737.0,AW00029680,SC,Dorothy,Contreras,Canada,CA
44500,2011-10-01,False,29865,276.0,4,4710.9421,451.3461,141.0457,5303.3339,1133.0,AW00029865,SC,Lucio,Iallo,Southwest,US
44501,2011-10-01,False,29773,280.0,1,19669.4111,1891.6827,591.1508,22152.2446,933.0,AW00029773,SC,Orlando,Gee,Northwest,US
44502,2011-10-01,False,29961,275.0,2,17871.4452,1719.9719,537.4912,20128.9083,1343.0,AW00029961,SC,John,Long,Northeast,US
44503,2011-10-01,False,29554,275.0,3,3028.7107,290.5626,90.8008,3410.0741,451.0,AW00029554,SC,Payton,Benson,Central,US
44504,2011-10-01,False,30074,282.0,6,19985.7845,1918.3929,599.4978,22503.6752,1895.0,AW00030074,SC,Yuping,Tian,Canada,CA
44505,2011-10-01,False,30056,276.0,4,34978.0589,3364.0035,1051.2511,39393.3135,1859.0,AW00030056,SC,Clarence,Tatman,Southwest,US
44506,2011-10-01,False,29749,279.0,5,35651.0339,3424.44,1070.1375,40145.6114,883.0,AW00029749,SC,Hanying,Feng,Southeast,US
44507,2011-10-01,False,29945,279.0,5,39244.3122,3785.3689,1182.9278,44212.6089,1309.0,AW00029945,SC,Gloria,Lesko,Southeast,US
44508,2011-10-01,False,29764,274.0,4,4194.589,402.6806,125.8377,4723.1073,913.0,AW00029764,SC,John,Ford,Southwest,US
44509,2011-10-01,False,30117,277.0,4,43615.4161,4191.0645,1309.7077,49116.1883,1991.0,AW00030117,SC,Robert,Vessa,Southwest,US
44510,2011-10-01,False,29728,281.0,1,1749.588,167.9604,52.4876,1970.036,839.0,AW00029728,SC,Maciej,Dusza,Northwest,US
44511,2011-10-01,False,29571,280.0,1,10160.1565,975.3266,304.7896,11440.2727,497.0,AW00029571,SC,Gabriel,Bockenkamp,Northwest,US
44512,2011-10-01,False,30042,282.0,6,1677.8356,161.0722,50.3351,1889.2429,1827.0,AW00030042,SC,Ruby Sue,Styles,Canada,CA
44513,2011-10-01,False,29582,280.0,1,43520.1264,4184.7103,1307.722,49012.5587,521.0,AW00029582,SC,Ted,Bremer,Northwest,US
44514,2011-10-01,False,30107,276.0,1,42563.6688,4095.822,1279.9444,47939.4352,1969.0,AW00030107,SC,Margaret,Vanderkamp,Northwest,US
44515,2011-10-01,False,29675,275.0,2,5492.1791,526.8832,164.65099999999998,6183.7133,727.0,AW00029675,SC,Aaron,Con,Northeast,US
44516,2011-10-01,False,29585,283.0,1,419.4589,40.2681,12.5838,472.3108,527.0,AW00029585,SC,Christopher,Bright,Northwest,US
44517,2011-10-01,False,30076,281.0,3,24901.8424,2392.656,747.705,28042.2034,1899.0,AW00030076,SC,Diane,Tibbott,Central,US
44518,2011-10-01,False,29624,279.0,5,126198.3362,12277.2447,3836.639,142312.2199,615.0,AW00029624,SC,Joseph,Cantoni,Southeast,US
44519,2011-10-01,False,29569,277.0,3,2146.962,206.1084,64.4089,2417.4793,493.0,AW00029569,SC,Linda,Burnett,Central,US
44520,2011-10-01,False,29703,276.0,4,57700.2263,5547.7921,1733.685,64981.7034,789.0,AW00029703,SC,Stefan,Delmarco,Southwest,US
44521,2011-10-01,False,30100,276.0,4,26112.205,2509.9987,784.3746,29406.5783,1955.0,AW00030100,SC,Jessie,Valerio,Southwest,US
44522,2011-10-01,False,30091,275.0,2,26149.2498,2513.7186,785.5371,29448.5055,1935.0,AW00030091,SC,Lynn,Tsoflias,Northeast,US
44523,2011-10-01,False,29925,280.0,1,74394.4204,7145.4158,2232.9424,83772.7786,1269.0,AW00029925,SC,Margaret,Krupka,Northwest,US
44524,2011-10-01,False,29664,275.0,2,4082.0879999999997,391.7208,122.4128,4596.2216,703.0,AW00029664,SC,Gina,Clark,Northeast,US
44525,2011-10-01,False,29510,282.0,6,41452.6462,3972.4763,1241.3988,46666.5213,345.0,AW00029510,SC,Cecil,Allison,Canada,CA
44526,2011-10-01,False,29789,278.0,6,16506.1424,1586.9986,495.9371,18589.0781,969.0,AW00029789,SC,Brian,Goldstein,Canada,CA
44527,2011-10-01,False,29558,282.0,6,6127.781999999999,588.0543,183.767,6899.6033,465.0,AW00029558,SC,John,Berger,Canada,CA
44528,2011-10-01,False,30111,277.0,3,108783.5872,10451.1044,3265.9701,122500.6617,1979.0,AW00030111,SC,Ranjit,Varkey Chudukatil,Central,US
44529,2011-10-01,False,30010,278.0,6,419.4589,40.2681,12.5838,472.3108,1453.0,AW00030010,SC,Stephen,Mew,Canada,CA
44530,2011-10-01,False,29861,277.0,3,104958.8068,10093.3592,3154.1748,118206.3408,1125.0,AW00029861,SC,Phyllis,Huntsman,Central,US
44531,2011-10-01,False,29724,275.0,2,22817.6077,2197.4479,686.7025,25701.7581,831.0,AW00029724,SC,Bernard,Duerr,Northeast,US
44532,2011-10-01,False,29493,274.0,5,2146.962,206.1084,64.4089,2417.4793,309.0,AW00029493,SC,Ronald,Adina,Southeast,US
44533,2011-10-01,False,29698,282.0,6,19499.7922,1870.0282,584.3838,21954.2042,779.0,AW00029698,SC,Jacob,Dean,Canada,CA
44534,2011-10-01,False,29515,278.0,6,85982.4771,8346.4572,2608.2679,96937.2022,355.0,AW00029515,SC,Maxwell,Amland,Canada,CA
44535,2011-10-01,False,29794,282.0,6,23590.8589,2268.1124,708.7851,26567.7564,979.0,AW00029794,SC,Derek,Graham,Canada,CA
44536,2011-10-01,False,29583,277.0,3,722.5949,71.296,22.28,816.1709,523.0,AW00029583,SC,Alan,Brewer,Central,US
44537,2011-10-01,False,29541,282.0,6,57.6808,4.999,1.5622,64.242,417.0,AW00029541,SC,Gytis,Barzdukas,Canada,CA
44538,2011-10-01,False,29716,281.0,4,57804.9674,5562.4486,1738.2652,65105.6812,815.0,AW00029716,SC,Blaine,Dockter,Southwest,US
44539,2011-10-01,False,29830,278.0,6,1450.8898,143.0861,44.7144,1638.6903,1055.0,AW00029830,SC,Kari,Hensien,Canada,CA
44540,2011-10-01,False,29742,280.0,1,38638.7462,3715.1205,1160.9752,43514.8419,869.0,AW00029742,SC,Twanna,Evans,Northwest,US
44541,2011-10-01,False,30004,280.0,1,50827.1365,4879.1971,1524.7491,57231.0827,1437.0,AW00030004,SC,Nkenge,McLin,Northwest,US
44542,2011-10-01,False,29807,282.0,6,16259.8654,1560.5279,487.665,18308.0583,1009.0,AW00029807,SC,Bryan,Hamilton,Canada,CA
44543,2011-10-01,False,29930,277.0,3,367.8764,36.2971,11.3429,415.5164,1279.0,AW00029930,SC,Peter,Kurniawan,Central,US
44544,2011-10-01,False,29522,276.0,4,20980.152000000002,2016.0771,630.0241,23626.2532,369.0,AW00029522,SC,Thomas,Armstrong,Southwest,US
44545,2011-10-01,False,29866,277.0,4,9855.7761,945.8853,295.5892,11097.2506,1135.0,AW00029866,SC,Richard,Irwin,Southwest,US
44546,2011-10-01,False,30022,276.0,4,1749.588,167.9604,52.4876,1970.036,1477.0,AW00030022,SC,Dylan,Miller,Southwest,US
44547,2011-10-01,False,29705,278.0,6,68958.1569,6654.9216,2079.663,77692.7415,793.0,AW00029705,SC,Della,Demott Jr,Canada,CA
44548,2011-10-01,False,30012,276.0,4,419.4589,40.2681,12.5838,472.3108,1457.0,AW00030012,SC,Helen,Meyer,Southwest,US
44549,2011-10-01,False,29880,279.0,5,49036.5151,4705.4436,1470.4511,55212.4098,1163.0,AW00029880,SC,Samuel,Johnson,Southeast,US
44550,2011-10-01,False,29906,277.0,3,28672.9735,2759.3704,862.3032,32294.6471,1227.0,AW00029906,SC,Imtiaz,Khan,Central,US
44551,2011-10-01,False,29901,276.0,4,41097.6007,3939.1506,1230.9845,46267.7358,1213.0,AW00029901,SC,John,Kelly,Southwest,US
44552,2011-10-01,False,29507,279.0,5,97915.4075,9418.0316,2943.1349,110276.57400000001,339.0,AW00029507,SC,Phyllis,Allen,Southeast,US
44553,2011-10-01,False,29968,279.0,5,6074.982,583.1983,182.2495,6840.4298,1361.0,AW00029968,SC,Helen,Lutes,Southeast,US
44554,2011-10-01,False,29588,280.0,1,722.5949,71.296,22.28,816.1709,535.0,AW00029588,SC,Willie,Brooks,Northwest,US
44555,2011-10-01,False,29846,279.0,5,30095.1611,2893.9677,904.3649,33893.4937,1089.0,AW00029846,SC,Douglas,Hite,Southeast,US
44556,2011-10-01,False,29523,277.0,4,30593.8757,2934.3889,916.9965,34445.2611,371.0,AW00029523,SC,John,Arthur,Southwest,US
44557,2011-10-01,False,30095,277.0,4,28122.9884,2702.7356,844.6049,31670.3289,1945.0,AW00030095,SC,Sunil,Uppal,Southwest,US
44558,2011-10-01,False,29731,275.0,2,838.9178,80.5361,25.1675,944.6214,845.0,AW00029731,SC,Carla,Eldridge,Northeast,US
44559,2011-10-01,False,29791,275.0,2,17451.416,1675.7994,523.6873,19650.9027,973.0,AW00029791,SC,Linda,Gonzales,Northeast,US
44560,2011-10-01,False,29785,282.0,6,936.6567,92.4168,28.8802,1057.9537,959.0,AW00029785,SC,Diane,Glimp,Canada,CA
44561,2011-10-01,False,29787,283.0,1,42033.8061,4049.5306,1265.4783,47348.815,963.0,AW00029787,SC,Scott,Gode,Northwest,US
44562,2011-10-01,False,29963,279.0,5,19237.2798,1852.5928,578.9352,21668.8078,1349.0,AW00029963,SC,Spencer,Low,Southeast,US
44563,2011-10-01,False,29617,280.0,1,47716.8992,4584.2649,1432.5828,53733.7469,599.0,AW00029617,SC,Lindsey,Camacho,Northwest,US
44564,2011-10-01,False,29853,276.0,4,34537.2578,3323.2762,1038.5238,38899.0578,1107.0,AW00029853,SC,Juanita,Holman,Southwest,US
44565,2011-10-01,False,29756,279.0,5,2162.0111,207.2839,64.7762,2434.0712,897.0,AW00029756,SC,Jeffrey,Ford,Southeast,US
44566,2011-10-01,False,29774,277.0,4,38308.8583,3678.4202,1149.5063,43136.7848,935.0,AW00029774,SC,Darren,Gehring,Southwest,US
44567,2011-10-01,False,29521,281.0,1,46957.8291,4506.0572,1408.1429,52872.0292,367.0,AW00029521,SC,Tom,Johnston,Northwest,US
44568,2011-10-01,False,29688,275.0,3,2254.9498,222.4884,69.5276,2546.9658,759.0,AW00029688,SC,Grant,Culbertson,Central,US
44569,2011-10-01,False,29511,276.0,3,30635.5103,2951.6547,922.3921,34509.5571,347.0,AW00029511,SC,Oscar,Alpuerto,Central,US
44570,2011-10-01,False,29885,283.0,1,58494.7906,5621.0332,1756.5729,65872.3967,1173.0,AW00029885,SC,David,Johnson,Northwest,US
44571,2011-10-01,True,29448,,8,3399.99,271.9992,84.9998,3756.989,20657.0,AW00029448,IN,Lindsey,Yuan,Germany,DE
44572,2011-10-01,True,28664,,1,3578.27,286.2616,89.4568,3953.9884,8954.0,AW00028664,IN,Ashlee,Sharma,Northwest,US
44573,2011-10-01,True,25917,,4,3399.99,271.9992,84.9998,3756.989,5743.0,AW00025917,IN,Kyle,Long,Southwest,US
44574,2011-10-01,True,11107,,9,3374.99,269.9992,84.3748,3729.364,4781.0,AW00011107,IN,Bianca,Lin,Australia,AU
44575,2011-10-01,True,11110,,9,3399.99,271.9992,84.9998,3756.989,18247.0,AW00011110,IN,Curtis,Yang,Australia,AU
44576,2011-10-01,True,28660,,1,3578.27,286.2616,89.4568,3953.9884,17865.0,AW00028660,IN,Justin,Anderson,Northwest,US
44577,2011-10-02,True,28667,,1,3578.27,286.2616,89.4568,3953.9884,4914.0,AW00028667,IN,Devin,Williams,Northwest,US
44578,2011-10-02,True,28653,,4,3578.27,286.2616,89.4568,3953.9884,11297.0,AW00028653,IN,Grace,Williams,Southwest,US
44579,2011-10-02,True,28662,,4,3578.27,286.2616,89.4568,3953.9884,15069.0,AW00028662,IN,Isaiah,Murphy,Southwest,US
44580,2011-10-03,True,13782,,8,3578.27,286.2616,89.4568,3953.9884,12071.0,AW00013782,IN,Kelli,Lu,Germany,DE
44581,2011-10-03,True,11108,,9,3374.99,269.9992,84.3748,3729.364,10536.0,AW00011108,IN,Kari,Alvarez,Australia,AU
44582,2011-10-03,True,11134,,9,3399.99,271.9992,84.9998,3756.989,18439.0,AW00011134,IN,Larry,Townsend,Australia,AU
44583,2011-10-03,True,18210,,9,3578.27,286.2616,89.4568,3953.9884,20613.0,AW00018210,IN,Katie,Lal,Australia,AU
44584,2011-10-04,True,28671,,1,3578.27,286.2616,89.4568,3953.9884,3362.0,AW00028671,IN,Gabrielle,Russell,Northwest,US
44585,2011-10-04,True,28790,,1,3578.27,286.2616,89.4568,3953.9884,14882.0,AW00028790,IN,Seth,Howard,Northwest,US
44586,2011-10-04,True,28794,,1,3578.27,286.2616,89.4568,3953.9884,14657.0,AW00028794,IN,Juan,Cooper,Northwest,US
