SalesOrderID,OrderDate,OnlineOrderFlag,SubTotal,TaxAmt,Freight,TotalDue,AccountNumber,CustType,CustName,SalesPersonName,Territory,Country
50602,2013-04-25,True,2049.0982,163.9279,51.2275,2264.2536,AW00015719,IN,Lacey Liang,,Australia,AU
50603,2013-04-25,True,2049.0982,163.9279,51.2275,2264.2536,AW00015576,IN,Carly Raje,,Australia,AU
50604,2013-04-25,True,2181.5625,174.525,54.5391,2410.6266,AW00024282,IN,Damien Raji,,Australia,AU
50605,2013-04-26,True,2071.4196,165.7136,51.7855,2288.9187,AW00027450,IN,Abigail Ross,,Northwest,US
50606,2013-04-26,True,2071.4196,165.7136,51.7855,2288.9187,AW00027294,IN,Ana Bradley,,Southwest,US
50607,2013-04-26,True,782.99,62.6392,19.5748,865.204,AW00020979,IN,Diane Jimenez,,Germany,DE
50608,2013-04-26,True,2181.5625,174.525,54.5391,2410.6266,AW00026279,IN,Trinity Sanchez,,Canada,CA
50609,2013-04-26,True,782.99,62.6392,19.5748,865.204,AW00015886,IN,Matthew Brown,,Southwest,US
50610,2013-04-26,True,782.99,62.6392,19.5748,865.204,AW00015941,IN,Bailey Brooks,,Southwest,US
50611,2013-04-26,True,2049.0982,163.9279,51.2275,2264.2536,AW00015220,IN,Micah Liu,,Australia,AU
50612,2013-04-26,True,2049.0982,163.9279,51.2275,2264.2536,AW00015590,IN,Marshall Wu,,Australia,AU
50613,2013-04-26,True,2049.0982,163.9279,51.2275,2264.2536,AW00015596,IN,Gilbert Goel,,Australia,AU
50614,2013-04-26,True,782.99,62.6392,19.5748,865.204,AW00027469,IN,Anne Gill,,Australia,AU
50615,2013-04-26,True,2181.5625,174.525,54.5391,2410.6266,AW00024304,IN,Beth Serrano,,Australia,AU
50616,2013-04-26,True,2443.35,195.468,61.0838,2699.9018,AW00024366,IN,Melvin Luo,,Australia,AU
50617,2013-04-27,True,2071.4196,165.7136,51.7855,2288.9187,AW00027296,IN,Rodrigo Ready,,Southwest,US
50618,2013-04-27,True,2049.0982,163.9279,51.2275,2264.2536,AW00027431,IN,Ethan Jenkins,,Northwest,US
50619,2013-04-27,True,2071.4196,165.7136,51.7855,2288.9187,AW00027277,IN,Jeremy Wood,,Southwest,US
50620,2013-04-27,True,2071.4196,165.7136,51.7855,2288.9187,AW00027281,IN,Jenny Nath,,Southeast,US
50621,2013-04-27,True,782.99,62.6392,19.5748,865.204,AW00019474,IN,Jenny Luo,,France,FR
50622,2013-04-27,True,782.99,62.6392,19.5748,865.204,AW00027536,IN,Victoria Wilson,,Canada,CA
50623,2013-04-27,True,782.99,62.6392,19.5748,865.204,AW00027545,IN,Lucas Garcia,,Canada,CA
50624,2013-04-27,True,2181.5625,174.525,54.5391,2410.6266,AW00024281,IN,Marie Suri,,Australia,AU
50625,2013-04-27,True,2443.35,195.468,61.0838,2699.9018,AW00024367,IN,Ross Sara,,Australia,AU
50626,2013-04-28,True,2181.5625,174.525,54.5391,2410.6266,AW00018620,IN,Randall Navarro,,United Kingdom,GB
50627,2013-04-28,True,2443.35,195.468,61.0838,2699.9018,AW00018627,IN,Kristine Gomez,,United Kingdom,GB
50628,2013-04-28,True,2443.35,195.468,61.0838,2699.9018,AW00017902,IN,Ruth Lopez,,Germany,DE
50629,2013-04-28,True,2181.5625,174.525,54.5391,2410.6266,AW00016426,IN,Jorge Ye,,France,FR
50630,2013-04-28,True,1000.4375,80.035,25.0109,1105.4834,AW00019289,IN,Johnathan Patel,,Germany,DE
50631,2013-04-28,True,1000.4375,80.035,25.0109,1105.4834,AW00019511,IN,Marcus Ward,,United Kingdom,GB
50632,2013-04-28,True,782.99,62.6392,19.5748,865.204,AW00015908,IN,David Wilson,,Southwest,US
50633,2013-04-28,True,1000.4375,80.035,25.0109,1105.4834,AW00014420,IN,Chloe Wright,,Northwest,US
50634,2013-04-28,True,2049.0982,163.9279,51.2275,2264.2536,AW00015218,IN,Willie Johnsen,,Australia,AU
50635,2013-04-28,True,2071.4196,165.7136,51.7855,2288.9187,AW00015586,IN,Victor Blanco,,Australia,AU
50636,2013-04-28,True,2071.4196,165.7136,51.7855,2288.9187,AW00015589,IN,Gilbert He,,Australia,AU
50637,2013-04-28,True,782.99,62.6392,19.5748,865.204,AW00027356,IN,Mayra Lopez,,Australia,AU
50638,2013-04-28,True,2181.5625,174.525,54.5391,2410.6266,AW00024283,IN,Aimee Zheng,,Australia,AU
50639,2013-04-28,True,2443.35,195.468,61.0838,2699.9018,AW00024303,IN,Megan Diaz,,Australia,AU
50640,2013-04-28,True,2443.35,195.468,61.0838,2699.9018,AW00024307,IN,Tina Sara,,Australia,AU
50641,2013-04-29,True,2071.4196,165.7136,51.7855,2288.9187,AW00027455,IN,Brianna Jenkins,,Northwest,US
50642,2013-04-29,True,2181.5625,174.525,54.5391,2410.6266,AW00018147,IN,Katrina Luo,,United Kingdom,GB
50643,2013-04-29,True,2071.4196,165.7136,51.7855,2288.9187,AW00027427,IN,Mason Young,,Southwest,US
50644,2013-04-29,True,2049.0982,163.9279,51.2275,2264.2536,AW00027275,IN,Aidan Powell,,Southwest,US
50645,2013-04-29,True,1000.4375,80.035,25.0109,1105.4834,AW00019288,IN,Candice Wang,,Germany,DE
50646,2013-04-29,True,1000.4375,80.035,25.0109,1105.4834,AW00019298,IN,Priscilla Andersen,,Germany,DE
50647,2013-04-29,True,782.99,62.6392,19.5748,865.204,AW00020945,IN,Roger Tang,,Germany,DE
50648,2013-04-29,True,2443.35,195.468,61.0838,2699.9018,AW00013917,IN,Samuel Allen,,Southwest,US
50649,2013-04-29,True,2181.5625,174.525,54.5391,2410.6266,AW00013938,IN,Alejandro Cai,,Southwest,US
50650,2013-04-29,True,2049.0982,163.9279,51.2275,2264.2536,AW00012747,IN,Colleen Hu,,Germany,DE
50651,2013-04-29,True,782.99,62.6392,19.5748,865.204,AW00015888,IN,Amanda Richardson,,Northwest,US
50652,2013-04-29,True,782.99,62.6392,19.5748,865.204,AW00015903,IN,Abigail Barnes,,Southwest,US
50653,2013-04-29,True,782.99,62.6392,19.5748,865.204,AW00027550,IN,Marcus Blue,,Canada,CA
50654,2013-04-29,True,1000.4375,80.035,25.0109,1105.4834,AW00025214,IN,Roger Chander,,Australia,AU
50655,2013-04-29,True,2049.0982,163.9279,51.2275,2264.2536,AW00015582,IN,Jeffery Cai,,Australia,AU
50656,2013-04-29,True,782.99,62.6392,19.5748,865.204,AW00027362,IN,Alex Cooper,,Australia,AU
50657,2013-04-29,True,2443.35,195.468,61.0838,2699.9018,AW00024378,IN,Brandi Jiménez,,Australia,AU
50658,2013-04-30,False,6107.321999999999,586.3029,183.2197,6876.8446,AW00029781,SC,Guy Gilbert,Linda Mitchell,Southwest,US
50659,2013-04-30,False,1297.8409,123.9545,38.7358,1460.5312,AW00030003,SC,Yvonne McKay,Michael Blythe,Central,US
50660,2013-04-30,False,22.794,1.9755,0.6173,25.3868,AW00029900,SC,Victor Kelley,Jae Pak,Canada,CA
50661,2013-04-30,False,29514.1242,2831.8546,884.9546,33230.9334,AW00029579,SC,Cornelius Brandon,Shu Ito,Central,US
50662,2013-04-30,False,33974.7691,3271.705,1022.4078,38268.8819,AW00030113,SC,Raja Venugopal,José Saraiva,United Kingdom,GB
50663,2013-04-30,False,87340.1019,8485.1677,2651.6149,98476.8845,AW00029957,SC,Kevin Liu,Linda Mitchell,Southwest,US
50664,2013-04-30,False,42464.0041,4071.0899,1272.2156,47807.3096,AW00029714,SC,Rudolph Dillon,Jae Pak,Canada,CA
50665,2013-04-30,False,214.6328,21.1771,6.6178,242.4277,AW00029927,SC,Jeffrey Kung,Ranjit Varkey Chudukatil,France,FR
50666,2013-04-30,False,94.367,7.9093,2.4717,104.74799999999999,AW00029971,SC,Robert Lyon,Garrett Vargas,Canada,CA
50667,2013-04-30,False,11443.226999999999,1095.1459,342.2331,12880.606000000002,AW00029803,SC,Hattie Haemon,Jae Pak,Canada,CA
50668,2013-04-30,False,59466.419,5711.8915,1784.9661,66963.2766,AW00029722,SC,Reuben D'sa,Jae Pak,Canada,CA
50669,2013-04-30,False,3733.9223,355.1103,110.97200000000001,4200.0046,AW00029709,SC,Bev Desalvo,Tete Mensa-Annan,Northwest,US
50670,2013-04-30,False,523.788,49.7797,15.5562,589.1239,AW00029508,SC,Marvin Allen,Michael Blythe,Southwest,US
50671,2013-04-30,False,22994.9099,2218.1976,693.1868,25906.2943,AW00030105,SC,Gregory Vanderbout,Tete Mensa-Annan,Northwest,US
50672,2013-04-30,False,78942.2843,7597.726,2374.2894,88914.2997,AW00029998,SC,Jane McCarty,Shu Ito,Southwest,US
50673,2013-04-30,False,41158.8457,3974.0235,1241.8823,46374.7515,AW00030043,SC,Min Su,Ranjit Varkey Chudukatil,France,FR
50674,2013-04-30,False,324.6176,30.6446,9.5764,364.8386,AW00029576,SC,Eli Bowen,Jae Pak,Canada,CA
50675,2013-04-30,False,38382.5083,3681.7848,1150.5578,43214.8509,AW00030118,SC,Caroline Vicknair,Michael Blythe,Central,US
50676,2013-04-30,False,34893.3366,3343.2371,1044.7616,39281.3353,AW00029499,SC,Amy Alberts,Jae Pak,Canada,CA
50677,2013-04-30,False,1910.295,183.0979,57.2181,2150.611,AW00030007,SC,Raquel Mello,Jae Pak,Canada,CA
50678,2013-04-30,False,16810.2243,1635.5122,511.0976,18956.8341,AW00029690,SC,Conor Cunningham,Shu Ito,Northwest,US
50679,2013-04-30,False,386.2702,38.111999999999995,11.91,436.2922,AW00029644,SC,Brigid Cavendish,José Saraiva,United Kingdom,GB
50680,2013-04-30,False,1844.5036,181.99099999999999,56.8722,2083.3668,AW00029530,SC,Daniel Blanco,Garrett Vargas,Canada,CA
50681,2013-04-30,False,37815.8335,3643.3898,1138.5593,42597.7826,AW00030049,SC,Nate Sun,Ranjit Varkey Chudukatil,France,FR
50682,2013-04-30,False,38777.8774,3724.0827,1163.7759,43665.736,AW00029891,SC,Diane Krane,Jillian Carson,Central,US
50683,2013-04-30,False,104482.9633,10161.028,3175.3213,117819.3126,AW00029701,SC,Kirk DeGrasse,Jillian Carson,Northeast,US
50684,2013-04-30,False,7813.8312,746.2984,233.2183,8793.3479,AW00030029,SC,Shanay Steelman,Jae Pak,Canada,CA
50685,2013-04-30,False,6631.7072,632.5601,197.675,7461.9423,AW00029577,SC,Lester Bowman,Garrett Vargas,Canada,CA
50686,2013-04-30,False,1502.9869,141.7338,44.2918,1689.0125,AW00030019,SC,Matthew Miller,Amy Alberts,United Kingdom,GB
50687,2013-04-30,False,37150.2321,3578.6744,1118.3358,41847.2423,AW00029822,SC,James Haugh,Garrett Vargas,Canada,CA
50688,2013-04-30,False,58120.4322,5616.9417,1755.2943,65492.6682,AW00029793,SC,Michael Graff,Linda Mitchell,Southwest,US
50689,2013-04-30,False,46260.7274,4439.657,1387.3928,52087.7772,AW00030083,SC,Glenn Track,Jae Pak,Canada,CA
50690,2013-04-30,False,2458.9178,236.0561,73.7675,2768.7414,AW00029600,SC,June Brunner,Jillian Carson,Central,US
50691,2013-04-30,False,183.9382,18.1486,5.6714,207.7582,AW00029833,SC,Pam Herrick,Tsvi Reiter,Southeast,US
50692,2013-04-30,False,3715.1625,356.6556,111.4549,4183.273,AW00029573,SC,Luis Bonifaz,Linda Mitchell,Southwest,US
50693,2013-04-30,False,32195.7427,3082.7069,963.3459,36241.7955,AW00029559,SC,Robert Bernacchi,Pamela Ansman-Wolfe,Northwest,US
50694,2013-04-30,False,95434.9101,9156.1375,2861.2929999999997,107452.3406,AW00029639,SC,Joseph Castellucio,Jae Pak,Canada,CA
50695,2013-04-30,False,418.51199999999994,41.2932,12.9041,472.7093,AW00029535,SC,Wayne Banack,Michael Blythe,Southwest,US
50696,2013-04-30,False,47192.4665,4533.9235,1416.8511,53143.2411,AW00029486,SC,Kim Abercrombie,Michael Blythe,Central,US
50697,2013-04-30,False,7866.7665,750.6361,234.5738,8851.9764,AW00029856,SC,Joe Howard,Ranjit Varkey Chudukatil,France,FR
50698,2013-04-30,False,26439.9864,2552.2694,797.5842,29789.84,AW00029770,SC,Kathleen Garza,Jae Pak,Canada,CA
50699,2013-04-30,False,28916.5984,2770.6562,865.8301,32553.0847,AW00029649,SC,Pat Chambers,Garrett Vargas,Canada,CA
50700,2013-04-30,False,181.6957,15.7469,4.9209,202.3635,AW00029864,SC,Beth Inghram,Jae Pak,Canada,CA
50701,2013-04-30,False,777.2902,73.4748,22.9609,873.7259,AW00029882,SC,Greg Johnson,Tsvi Reiter,Southeast,US
50702,2013-04-30,False,34930.4656,3375.6214,1054.8817,39360.9687,AW00029938,SC,Frank Campbell,Linda Mitchell,Southwest,US
50703,2013-04-30,False,58041.2413,5579.1554,1743.4861,65363.8828,AW00029707,SC,Helen Dennis,Jillian Carson,Southeast,US
50704,2013-04-30,False,12263.9593,1189.2603,371.6439,13824.8635,AW00029746,SC,Fadi Fakhouri,Jillian Carson,Northeast,US
50705,2013-04-30,False,10763.151000000002,1033.3231,322.9135,12119.3876,AW00029663,SC,Alice Clark,Michael Blythe,Central,US
50706,2013-04-30,False,9913.52,949.4826,296.7133,11159.7159,AW00029592,SC,Kevin Browne,Jillian Carson,Northeast,US
50707,2013-04-30,False,3720.9227,357.6079,111.7525,4190.2831,AW00029975,SC,Walter Mays,Linda Mitchell,Southwest,US
50708,2013-04-30,False,5311.5351,506.7328,158.35399999999998,5976.6219,AW00030037,SC,Jim Stewart,Garrett Vargas,Canada,CA
50709,2013-04-30,False,2458.9178,236.0561,73.7675,2768.7414,AW00029494,SC,Samuel Agcaoili,Jae Pak,Canada,CA
50710,2013-04-30,False,784.2007,75.7738,23.6793,883.6538,AW00029959,SC,Todd Logan,Garrett Vargas,Canada,CA
50711,2013-04-30,False,482.6262,43.9891,13.7466,540.3619,AW00029536,SC,Robert Barker,Jillian Carson,Central,US
50712,2013-04-30,False,44541.9552,4266.9215,1333.4129999999998,50142.2897,AW00029651,SC,Lee Chapla,Michael Blythe,Central,US
50713,2013-04-30,False,737.7278,71.5364,22.3551,831.6193,AW00029842,SC,Mike Hines,Shu Ito,Southwest,US
50714,2013-04-30,False,469.79400000000004,45.1002,14.0938,528.988,AW00029528,SC,Stephen Ayers,Jillian Carson,Central,US
50715,2013-04-30,False,2817.8617,278.029,86.8841,3182.7748,AW00029903,SC,Kevin Kennedy,Tete Mensa-Annan,Northwest,US
50716,2013-04-30,False,31643.6024,3032.8182,947.7557,35624.1763,AW00029950,SC,Yale Li,Jae Pak,Canada,CA
50717,2013-04-30,False,2718.3195,260.9587,81.5496,3060.8278,AW00029696,SC,Alvaro De Matos Miranda Filho,Shu Ito,Southwest,US
50718,2013-04-30,False,1416.9255,135.017,42.1928,1594.1353,AW00029775,SC,Jim Geist,Tete Mensa-Annan,Northwest,US
50719,2013-04-30,False,425.8598,42.0182,13.1307,481.0087,AW00030110,SC,Gary Vargas,Linda Mitchell,Southwest,US
50720,2013-04-30,False,27105.9276,2624.4015,820.1255,30550.4546,AW00030046,SC,Elizabeth Sullivan,Michael Blythe,Southwest,US
50721,2013-04-30,False,13976.0223,1337.9797,418.1187,15732.1207,AW00029809,SC,Kerim Hanif,Shu Ito,Southwest,US
50722,2013-04-30,False,49862.2699,4788.4083,1496.3776,56147.0558,AW00029546,SC,Christopher Beck,Amy Alberts,United Kingdom,GB
50723,2013-04-30,False,1531.7112,149.5281,46.7275,1727.9668,AW00029721,SC,Gary Drury,Tsvi Reiter,Southeast,US
50724,2013-04-30,False,22106.9986,2142.9417,669.6693,24919.6096,AW00029739,SC,Mark Erickson,Linda Mitchell,Southwest,US
50725,2013-04-30,False,4391.9964,426.7803,133.3689,4952.1456,AW00029897,SC,Kay Krane,Shu Ito,Southwest,US
50726,2013-04-30,False,96011.0908,9250.6155,2890.8174,108152.5237,AW00029715,SC,Andrew Dixon,Tsvi Reiter,Southeast,US
50727,2013-04-30,False,45716.9177,4423.3088,1382.2839999999999,51522.5105,AW00029966,SC,Richard Lum,Jillian Carson,Northeast,US
50728,2013-04-30,False,44597.1778,4333.0575,1354.0805,50284.3158,AW00030050,SC,Krishna Sunkammurali,José Saraiva,United Kingdom,GB
50729,2013-04-30,False,1466.01,140.737,43.9803,1650.7273,AW00029788,SC,Mete Goktepe,Stephen Jiang,Southwest,US
50730,2013-04-30,False,205.146,17.7793,5.556,228.4813,AW00029980,SC,Tomas Manzanares,José Saraiva,United Kingdom,GB
50731,2013-04-30,False,68.382,5.9264,1.8519999999999999,76.1604,AW00030008,SC,R. Morgan Mendoza,Michael Blythe,Central,US
50732,2013-04-30,False,324.4527,32.0127,10.004,366.4694,AW00029498,SC,Kim Akers,Jillian Carson,Northeast,US
50733,2013-04-30,False,2953.842,283.92900000000003,88.7278,3326.4988,AW00029669,SC,Jeanette Cole,Jillian Carson,Northeast,US
50734,2013-04-30,False,2232.8181,220.3047,68.8452,2521.968,AW00029492,SC,Jay Adams,Michael Blythe,Central,US
50735,2013-04-30,False,2003.7163,197.7,61.7813,2263.1976,AW00029730,SC,Linda Ecoffey,Jae Pak,Canada,CA
50736,2013-04-30,False,5835.6552,564.0107,176.2533,6575.9192,AW00030106,SC,Michael Vanderhyde,Michael Blythe,Southwest,US
50737,2013-04-30,False,2451.0507,234.3481,73.2338,2758.6326,AW00029982,SC,Melissa Marple,Linda Mitchell,Southwest,US
50738,2013-04-30,False,43678.96,4186.2252,1308.1954,49173.3806,AW00029954,SC,Paulo Lisboa,Michael Blythe,Southwest,US
50739,2013-04-30,False,2458.6124,233.7517,73.0474,2765.4115,AW00029574,SC,Randall Boseman,Michael Blythe,Southwest,US
50740,2013-04-30,False,8961.5152,857.1143,267.8482,10086.4777,AW00029685,SC,Pamela Cox,Tsvi Reiter,Southeast,US
50741,2013-04-30,False,508.3909,50.1612,15.6754,574.2275,AW00029581,SC,Sara Breer,Jillian Carson,Northeast,US
50742,2013-04-30,False,573.9927,56.6339,17.6981,648.3247,AW00029962,SC,Sharon Looney,Michael Blythe,Central,US
50743,2013-04-30,False,31201.3606,3000.6158,937.6925,35139.6689,AW00029834,SC,Cheryl Herring,Shu Ito,Southwest,US
50744,2013-04-30,False,2009.3707,191.7046,59.9077,2260.9829999999997,AW00029568,SC,Donald Blanton,Linda Mitchell,Southwest,US
50745,2013-04-30,False,33977.5113,3258.1525,1018.1727,38253.8365,AW00029929,SC,Jeffrey Kurtz,Linda Mitchell,Southwest,US
50746,2013-04-30,False,7654.3937,730.7729,228.3665,8613.5331,AW00029815,SC,Lucy Harrington,Shu Ito,Southwest,US
50747,2013-04-30,False,36204.2021,3474.3846,1085.7452,40764.3319,AW00029702,SC,Aidan Delaney,Michael Blythe,Southwest,US
50748,2013-04-30,False,39230.5508,3771.0402,1178.4501,44180.0411,AW00029637,SC,Donna Carreras,Michael Blythe,Southwest,US
50749,2013-04-30,False,25585.0564,2487.3126,777.2852,28849.6542,AW00029956,SC,Jinghao Liu,Michael Blythe,Southwest,US
50750,2013-04-30,False,2802.5973,265.9666,83.1146,3151.6785,AW00029810,SC,Jean Handley,David Campbell,Northwest,US
50751,2013-04-30,False,1493.9703,140.9524,44.0476,1678.9703,AW00029635,SC,Rob Caron,Michael Blythe,Central,US
50752,2013-04-30,False,1295.988,124.4148,38.8796,1459.2824,AW00030099,SC,H. Valentine,Tsvi Reiter,Southeast,US
50753,2013-04-30,False,52108.7806,5058.0614,1580.6442,58747.4862,AW00029562,SC,Steven Brown,Shu Ito,Southwest,US
50754,2013-04-30,False,8256.654,793.3592,247.9248,9297.938,AW00029531,SC,Cory Booth,Linda Mitchell,Northwest,US
50755,2013-04-30,False,671.4104,65.5979,20.4993,757.5076,AW00029838,SC,Fran Highfill,Jillian Carson,Northeast,US
50756,2013-04-30,False,37643.0609,3608.8104,1127.7532,42379.6245,AW00029484,SC,Gustavo Achong,Tsvi Reiter,Southeast,US
50757,2013-04-30,False,1320.6349,125.93,39.3531,1485.918,AW00029976,SC,Patrick Magenheimer,Tsvi Reiter,Southeast,US
50758,2013-04-30,False,4515.9833,430.8479,134.64,5081.4712,AW00029873,SC,Mary Alexander,Tete Mensa-Annan,Northwest,US
50759,2013-04-30,False,1252.2529,120.0035,37.5011,1409.7575,AW00029678,SC,Stephanie Conroy,Tsvi Reiter,Southeast,US
50760,2013-04-30,True,2071.4196,165.7136,51.7855,2288.9187,AW00027549,IN,Hunter Johnson,,Northwest,US
50761,2013-04-30,True,1000.4375,80.035,25.0109,1105.4834,AW00019321,IN,Clifford Weber,,Germany,DE
50762,2013-04-30,True,2181.5625,174.525,54.5391,2410.6266,AW00017963,IN,Natalie Collins,,Germany,DE
50763,2013-04-30,True,2181.5625,174.525,54.5391,2410.6266,AW00016513,IN,Ronnie Wagner,,France,FR
50764,2013-04-30,True,782.99,62.6392,19.5748,865.204,AW00021534,IN,Warren Rai,,United Kingdom,GB
50765,2013-04-30,True,782.99,62.6392,19.5748,865.204,AW00021669,IN,Jessica Rodriguez,,United Kingdom,GB
50766,2013-04-30,True,2443.35,195.468,61.0838,2699.9018,AW00013977,IN,Alexandra Brown,,Northwest,US
50767,2013-04-30,True,1000.4375,80.035,25.0109,1105.4834,AW00014486,IN,Jonathan Coleman,,Southwest,US
50768,2013-04-30,True,2049.0982,163.9279,51.2275,2264.2536,AW00016176,IN,Michele Torres,,Australia,AU
50769,2013-04-30,True,2443.35,195.468,61.0838,2699.9018,AW00024484,IN,Chad Anand,,Australia,AU
50770,2013-04-30,True,2181.5625,174.525,54.5391,2410.6266,AW00024465,IN,Tara Andersen,,Australia,AU
50771,2013-04-30,True,2443.35,195.468,61.0838,2699.9018,AW00024468,IN,Whitney Patel,,Australia,AU
50772,2013-04-30,True,2443.35,195.468,61.0838,2699.9018,AW00024476,IN,Jared Brooks,,Australia,AU
50773,2013-04-30,True,782.99,62.6392,19.5748,865.204,AW00019903,IN,Marcus Nelson,,France,FR
50774,2013-04-30,True,782.99,62.6392,19.5748,865.204,AW00027487,IN,Cedric Guo,,Australia,AU
50775,2013-05-01,True,2049.0982,163.9279,51.2275,2264.2536,AW00027553,IN,Julia Sanders,,Southwest,US
50776,2013-05-01,True,1000.4375,80.035,25.0109,1105.4834,AW00019940,IN,Rosa Ye,,United Kingdom,GB
50777,2013-05-01,True,2071.4196,165.7136,51.7855,2288.9187,AW00011439,IN,Janet Munoz,,France,FR
50778,2013-05-01,True,2071.4196,165.7136,51.7855,2288.9187,AW00011578,IN,Trisha Huang,,France,FR
50779,2013-05-01,True,782.99,62.6392,19.5748,865.204,AW00021508,IN,Suzanne Li,,United Kingdom,GB
50780,2013-05-01,True,782.99,62.6392,19.5748,865.204,AW00019945,IN,Phillip Garcia,,France,FR
50781,2013-05-01,True,2049.0982,163.9279,51.2275,2264.2536,AW00013561,IN,Gary Navarro,,United Kingdom,GB
50782,2013-05-01,True,2049.0982,163.9279,51.2275,2264.2536,AW00011587,IN,Kevin Bryant,,France,FR
50783,2013-05-01,True,2049.0982,163.9279,51.2275,2264.2536,AW00011588,IN,Candace Mehta,,France,FR
50784,2013-05-01,True,1000.4375,80.035,25.0109,1105.4834,AW00014498,IN,Katie Luo,,Southwest,US
50785,2013-05-01,True,2071.4196,165.7136,51.7855,2288.9187,AW00015785,IN,Edwin Zhang,,Australia,AU
50786,2013-05-01,True,2071.4196,165.7136,51.7855,2288.9187,AW00015797,IN,Isaac Cox,,Australia,AU
50787,2013-05-01,True,2049.0982,163.9279,51.2275,2264.2536,AW00015800,IN,Alberto Serrano,,Australia,AU
50788,2013-05-02,True,2071.4196,165.7136,51.7855,2288.9187,AW00027575,IN,Emma Wilson,,Southwest,US
50789,2013-05-02,True,2071.4196,165.7136,51.7855,2288.9187,AW00013553,IN,Jessica Coleman,,United Kingdom,GB
50790,2013-05-02,True,782.99,62.6392,19.5748,865.204,AW00021509,IN,Michele Lopez,,United Kingdom,GB
50791,2013-05-02,True,782.99,62.6392,19.5748,865.204,AW00015969,IN,Sean Murphy,,Northwest,US
50792,2013-05-02,True,782.99,62.6392,19.5748,865.204,AW00015972,IN,Caitlin Bailey,,Southwest,US
50793,2013-05-02,True,1000.4375,80.035,25.0109,1105.4834,AW00014457,IN,Thomas White,,Southwest,US
50794,2013-05-02,True,782.99,62.6392,19.5748,865.204,AW00027488,IN,Sheila Munoz,,Australia,AU
50795,2013-05-02,True,782.99,62.6392,19.5748,865.204,AW00027489,IN,Haley Hall,,Australia,AU
50796,2013-05-02,True,782.99,62.6392,19.5748,865.204,AW00027490,IN,Natasha Martin,,Australia,AU
50797,2013-05-03,True,2181.5625,174.525,54.5391,2410.6266,AW00017964,IN,Darren Suri,,Germany,DE
50798,2013-05-03,True,1000.4375,80.035,25.0109,1105.4834,AW00017900,IN,Victoria Snowden,,France,FR
50799,2013-05-03,True,782.99,62.6392,19.5748,865.204,AW00021016,IN,Michele Kapoor,,Germany,DE
50800,2013-05-03,True,2049.0982,163.9279,51.2275,2264.2536,AW00011590,IN,Erika Diaz,,France,FR
50801,2013-05-03,True,782.99,62.6392,19.5748,865.204,AW00015989,IN,Savannah Campbell,,Southwest,US
50802,2013-05-03,True,1000.4375,80.035,25.0109,1105.4834,AW00014494,IN,Cameron Diaz,,Northwest,US
50803,2013-05-03,True,2049.0982,163.9279,51.2275,2264.2536,AW00015789,IN,Steve Schmidt,,Australia,AU
50804,2013-05-03,True,2181.5625,174.525,54.5391,2410.6266,AW00024466,IN,Alexa Travers,,Australia,AU
50805,2013-05-03,True,1000.4375,80.035,25.0109,1105.4834,AW00014471,IN,Gabriel Gonzalez,,Southwest,US
50806,2013-05-04,True,2443.35,195.468,61.0838,2699.9018,AW00017980,IN,Paige Hughes,,Germany,DE
50807,2013-05-04,True,2049.0982,163.9279,51.2275,2264.2536,AW00011433,IN,Maurice Shan,,France,FR
50808,2013-05-04,True,2071.4196,165.7136,51.7855,2288.9187,AW00011546,IN,Christine Chande,,France,FR
50809,2013-05-04,True,1000.4375,80.035,25.0109,1105.4834,AW00014484,IN,Samantha Hall,,Southwest,US
50810,2013-05-04,True,782.99,62.6392,19.5748,865.204,AW00027483,IN,Thomas Shan,,Australia,AU
50811,2013-05-04,True,782.99,62.6392,19.5748,865.204,AW00027493,IN,Barbara Zheng,,Australia,AU
50812,2013-05-04,True,782.99,62.6392,19.5748,865.204,AW00027498,IN,Marie Ruiz,,Australia,AU
50813,2013-05-04,True,2049.0982,163.9279,51.2275,2264.2536,AW00013255,IN,Lance Blanco,,Germany,DE
50814,2013-05-05,True,2071.4196,165.7136,51.7855,2288.9187,AW00027547,IN,Kevin Hill,,Southwest,US
50815,2013-05-05,True,2071.4196,165.7136,51.7855,2288.9187,AW00021658,IN,Jocelyn Powell,,Canada,CA
50816,2013-05-05,True,1000.4375,80.035,25.0109,1105.4834,AW00017944,IN,Riley Rivera,,France,FR
50817,2013-05-05,True,2181.5625,174.525,54.5391,2410.6266,AW00017989,IN,Tiffany Sun,,Germany,DE
50818,2013-05-05,True,2181.5625,174.525,54.5391,2410.6266,AW00018019,IN,Yolanda Raji,,Germany,DE
50819,2013-05-05,True,2071.4196,165.7136,51.7855,2288.9187,AW00015792,IN,Ernest Zhou,,Australia,AU
50820,2013-05-05,True,2049.0982,163.9279,51.2275,2264.2536,AW00015808,IN,Natasha Blanco,,Australia,AU
50821,2013-05-05,True,2071.4196,165.7136,51.7855,2288.9187,AW00016025,IN,Jorge Sun,,Australia,AU
50822,2013-05-05,True,2049.0982,163.9279,51.2275,2264.2536,AW00016031,IN,Ian Allen,,Australia,AU
50823,2013-05-05,True,2181.5625,174.525,54.5391,2410.6266,AW00024601,IN,Natasha Munoz,,Australia,AU
50824,2013-05-05,True,782.99,62.6392,19.5748,865.204,AW00027499,IN,Barbara Kumar,,Australia,AU
